id,session_id,question_id,answer_value,created_at
7161d1a1-8b56-4a8d-9b89-043a84636bca,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,slip_window,late_night,2026-02-22 08:43:31.39122+00
73c28e88-c121-4544-9a63-d95edb43da8a,838ce1a2-5b99-4c79-896b-85a5093f802c,slip_window,after_work,2026-02-23 13:52:25.013464+00
77d86024-0a6b-432e-a3e0-ce03b563ecac,850aa4fc-3794-4983-9398-f871f02fd3eb,slip_window,late_night,2026-02-23 17:23:48.926788+00
77edfade-1e6f-46e9-ae3a-a1f5fe4ea9a3,51474169-46de-464f-bd73-f731249571c2,after_hours,4,2026-02-22 08:15:30.779574+00
78260e16-c971-4690-ac8d-2545339dd172,d480f412-f305-475a-9736-9722880d5a35,seeking,reward,2026-03-03 20:43:43.025552+00
7853c14c-eb34-4d06-9191-c184bab6469f,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,habit_vs_emotion,1,2026-02-23 13:17:39.550491+00
7989fc3a-77a3-4475-a910-dd0ef6d38e35,a74bae90-97fd-4a88-8ac0-a9a1411d199c,why_insights,very,2026-02-23 13:12:28.055667+00
7a99dbd0-6ae7-4937-b66e-9afc4639fb89,dd32b023-36fc-43e3-ad34-d9d54701d357,work_style,intense,2026-03-03 20:47:08.764766+00
7b217ab2-8ca0-4217-b3ef-dd327ecaed6e,078e2b9a-77cb-4365-9039-69af441a7f9f,why_insights,neutral,2026-03-03 07:46:11.159981+00
7bb419b8-a09a-4ec3-a641-20406067d388,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,why_insights,no,2026-02-23 13:17:39.550491+00
7c143d99-ef79-4653-818e-9b242be72076,078e2b9a-77cb-4365-9039-69af441a7f9f,seeking,reward,2026-03-03 07:46:11.159981+00
7c29f119-de67-4b3f-9712-0e8102609b40,172e1621-50ea-49d5-895c-95c5bddf06f5,openness,5,2026-03-03 11:49:18.740476+00
7c2c531a-0e3e-43c4-bd0a-d8a9e3990db0,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,seeking,reward,2026-02-22 07:40:44.399322+00
7cb02fb2-a7d4-44a7-821a-78d7150f8ac6,172e1621-50ea-49d5-895c-95c5bddf06f5,slip_window,late_night,2026-03-03 11:49:18.740476+00
7ff3af71-e387-4eb5-90f8-e6b48d4a6284,15d816a5-9ff7-484f-8470-22c586174941,why_insights,neutral,2026-02-22 08:49:09.258032+00
80151821-4bcd-48b8-ac1a-49b6b61345f2,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,habit_vs_emotion,2,2026-02-26 12:55:13.22691+00
80520250-1b05-46b3-9e05-0cac7455b020,c15fdcba-681c-499b-8502-48415ff9429a,openness,1,2026-02-27 09:13:16.448118+00
8137667a-b6d2-495b-86b2-755b3f357f7d,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,openness,4,2026-02-22 07:40:44.399322+00
821e95af-b317-4088-bc19-536e71c475c7,3cbcbf96-a5d5-474d-995c-bb730b36164f,after_hours,1,2026-02-26 19:20:21.949741+00
82406ff3-2959-40bc-95d7-f7583e9c0341,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,after_hours,2,2026-02-26 12:55:13.22691+00
82e34ab0-21a5-4d08-ad64-152ca170a94c,3cbcbf96-a5d5-474d-995c-bb730b36164f,awareness,4,2026-02-26 19:20:21.949741+00
8303954d-88c5-456b-b069-593b164f62cc,838ce1a2-5b99-4c79-896b-85a5093f802c,tool_trust,2,2026-02-23 13:52:25.013464+00
832b595e-1ff8-4b84-a1d3-cc0eade1cdc2,15d816a5-9ff7-484f-8470-22c586174941,seeking,reward,2026-02-22 08:49:09.258032+00
83ff2a3c-2a99-48f6-a8c4-ae993d6cbcbe,15d816a5-9ff7-484f-8470-22c586174941,after_hours,4,2026-02-22 08:49:09.258032+00
8464c360-f4dd-46b6-b01c-5e5ea3acaa88,afaae2c7-c6a2-4da6-9c02-356dce827f96,work_style,structured,2026-02-23 14:03:37.725471+00
84c04a10-5d08-4b0a-91e0-5ab0edd65bfc,afaae2c7-c6a2-4da6-9c02-356dce827f96,slip_window,late_night,2026-02-23 14:03:37.725471+00
86964af6-f262-43e1-b900-a1018001b09a,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,awareness,2,2026-02-26 12:55:13.22691+00
874ca8f8-47b8-4ab2-baf3-df022952ee3e,51474169-46de-464f-bd73-f731249571c2,why_insights,very,2026-02-22 08:15:30.779574+00
87579304-2552-4aa1-a7d7-c7bb419c7291,a65ffae3-638d-48e1-868c-8a140c52706c,openness,4,2026-02-23 16:56:39.631894+00
8a3d322f-6e56-4283-a01f-d0accbaca228,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,work_style,flexible,2026-02-26 12:55:13.22691+00
8c0cc8f2-5c71-4ddd-afab-9474dd16e9e3,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,trigger,fatigue,2026-02-23 10:38:01.181003+00
8e45d282-770c-48db-b3db-fa10a1a804f7,8fbcff31-49f7-4c32-a40d-01258c5d8442,seeking,relax,2026-02-23 14:07:09.653945+00
904f2f93-4323-45cf-b66d-e6f22cdcffe5,d480f412-f305-475a-9736-9722880d5a35,awareness,4,2026-03-03 20:43:43.025552+00
905b6872-2b4d-46d8-929b-762aa44a0bdd,15d816a5-9ff7-484f-8470-22c586174941,habit_vs_emotion,2,2026-02-22 08:49:09.258032+00
9330f98e-9dfc-4edf-9cc5-a3b1ebebcab4,51474169-46de-464f-bd73-f731249571c2,seeking,relax,2026-02-22 08:15:30.779574+00
93d67637-62e1-4312-b0c3-04b4095d62d3,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,openness,4,2026-02-22 08:43:31.39122+00
9495b2a5-3c87-4d1d-b59e-4c387aec5f5c,441628a5-bf9a-4d8b-a907-3557c1e8740c,work_style,intense,2026-02-22 09:06:49.446597+00
9531bf06-49cb-4614-92b5-d5216be51193,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,slip_window,late_night,2026-02-23 13:17:39.550491+00
9621ed40-1618-4e90-a6c9-7444de728499,afaae2c7-c6a2-4da6-9c02-356dce827f96,tool_trust,2,2026-02-23 14:03:37.725471+00
96af0286-e637-46b2-b838-d2f562edafbe,7b06ed25-38c8-4deb-8a05-d447e689758a,after_hours,5,2026-02-26 12:59:25.071512+00
98440e2d-0d25-477c-95a2-dadd895d6ad1,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,awareness,2,2026-02-23 10:38:01.181003+00
9ba646b1-7149-4bcf-bd09-e061770174d4,441628a5-bf9a-4d8b-a907-3557c1e8740c,after_hours,5,2026-02-22 09:06:49.446597+00
9c0450c8-c67c-4dde-a315-88bbabeb6df4,3cbcbf96-a5d5-474d-995c-bb730b36164f,openness,5,2026-02-26 19:20:21.949741+00
9d5364e2-fa30-4822-b04d-5bf5eff55ba9,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,habit_vs_emotion,4,2026-02-22 07:40:44.399322+00
9df4d39e-f8bd-47c0-8a9d-5ed698983a2f,a65ffae3-638d-48e1-868c-8a140c52706c,seeking,reward,2026-02-23 16:56:39.631894+00
a17f15b3-7b8d-4032-8cfb-c50f72a8a3a7,172e1621-50ea-49d5-895c-95c5bddf06f5,privacy,"[""screen_time"",""app_usage"",""mood"",""location""]",2026-03-03 11:49:18.740476+00
a19ad18c-0f99-4685-9a17-950984a42eb7,078e2b9a-77cb-4365-9039-69af441a7f9f,work_style,flexible,2026-03-03 07:46:11.159981+00
a2e06ab3-0932-439a-92ba-b8888c82d852,838ce1a2-5b99-4c79-896b-85a5093f802c,openness,5,2026-02-23 13:52:25.013464+00
a57cfd10-e55b-4d33-9fa7-242669704539,441628a5-bf9a-4d8b-a907-3557c1e8740c,tool_trust,4,2026-02-22 09:06:49.446597+00
a75bda1c-4a3c-411e-908f-3ddc83c03459,850aa4fc-3794-4983-9398-f871f02fd3eb,why_insights,somewhat,2026-02-23 17:23:48.926788+00
a80614a6-433d-40e1-bf27-f7c159edd014,a74bae90-97fd-4a88-8ac0-a9a1411d199c,tool_trust,2,2026-02-23 13:12:28.055667+00
a8de6d1a-dbfa-45c9-a3be-99cfba7175fc,54d0886c-1485-4c0e-a813-2cf275d15940,seeking,work,2026-02-23 13:11:01.506692+00
a9704afa-9bac-4478-ba3e-7735e0da7b8a,54d0886c-1485-4c0e-a813-2cf275d15940,after_hours,2,2026-02-23 13:11:01.506692+00
a998e88d-1d3b-45f5-a1d5-27b2d349939a,441628a5-bf9a-4d8b-a907-3557c1e8740c,trigger,boredom,2026-02-22 09:06:49.446597+00
ac6fbcab-e0d0-43ec-89aa-dd544223a155,15d816a5-9ff7-484f-8470-22c586174941,trigger,stress,2026-02-22 08:49:09.258032+00
af598b5b-efa4-4e29-9a88-8d083604ebfd,a74bae90-97fd-4a88-8ac0-a9a1411d199c,after_hours,4,2026-02-23 13:12:28.055667+00
b0c9775d-b7ec-4133-b9fc-18cd33bb5b7f,8fbcff31-49f7-4c32-a40d-01258c5d8442,awareness,1,2026-02-23 14:07:09.653945+00
b0ea2420-3ea2-4101-948b-23e72264d8f8,51474169-46de-464f-bd73-f731249571c2,openness,4,2026-02-22 08:15:30.779574+00
b16a4de1-2d1c-4675-880e-e6161f31287f,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,trigger,fatigue,2026-02-22 07:40:44.399322+00
b1b8c64d-94c6-43bd-8781-e3e7b72065fb,7b06ed25-38c8-4deb-8a05-d447e689758a,trigger,stress,2026-02-26 12:59:25.071512+00
b2d6dd5a-9dd0-4260-81a8-b553bad65191,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,after_hours,4,2026-02-22 08:43:31.39122+00
b311c081-c37a-4942-8b3b-24320a6913b4,54d0886c-1485-4c0e-a813-2cf275d15940,habit_vs_emotion,3,2026-02-23 13:11:01.506692+00
b3da30eb-dd99-4a77-b816-5c932f662bf8,172e1621-50ea-49d5-895c-95c5bddf06f5,trigger,habit,2026-03-03 11:49:18.740476+00
b53e066c-6ae2-4505-935e-8e01e1fab064,a65ffae3-638d-48e1-868c-8a140c52706c,habit_vs_emotion,3,2026-02-23 16:56:39.631894+00
b8bb7497-62c7-4329-8d17-b5a6100244b7,8fbcff31-49f7-4c32-a40d-01258c5d8442,privacy,"[""app_usage""]",2026-02-23 14:07:09.653945+00
ba29f678-e417-43d4-bb0e-bf66262d5d98,a65ffae3-638d-48e1-868c-8a140c52706c,trigger,fatigue,2026-02-23 16:56:39.631894+00
bb783b33-fa5e-4420-bd48-682bc4aa7564,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,awareness,4,2026-02-23 13:17:39.550491+00
be651d12-353d-4d0f-a053-9965b341d26f,8fbcff31-49f7-4c32-a40d-01258c5d8442,openness,4,2026-02-23 14:07:09.653945+00
c01c9ae3-baab-4c9f-b37e-6f4d31525135,a74bae90-97fd-4a88-8ac0-a9a1411d199c,habit_vs_emotion,5,2026-02-23 13:12:28.055667+00
c072fe9a-7efc-4a15-924e-8d35296a892b,172e1621-50ea-49d5-895c-95c5bddf06f5,tool_trust,5,2026-03-03 11:49:18.740476+00
c0a323ef-422f-471d-8abb-0a5d53aa6f06,c15fdcba-681c-499b-8502-48415ff9429a,privacy,"[""screen_time"",""app_usage"",""mood""]",2026-02-27 09:13:16.448118+00
c0b1a321-ba52-4469-8911-cb70596d0e64,1f1f1222-0c37-42e4-b899-eb3b5cc758d0,seeking,reward,2026-02-23 08:39:45.904499+00
c0e1f4ec-3ca7-4595-aaab-b7a1694811fe,15d816a5-9ff7-484f-8470-22c586174941,awareness,2,2026-02-22 08:49:09.258032+00
c1951eab-5a92-4a10-97d3-b48432398629,d480f412-f305-475a-9736-9722880d5a35,work_style,multitasker,2026-03-03 20:43:43.025552+00
c1981d15-807c-45be-946b-c9d991d054cf,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,tool_trust,4,2026-02-22 07:40:44.399322+00
c4515ba7-ec2a-4b93-9a20-dfd24925a4bb,54d0886c-1485-4c0e-a813-2cf275d15940,openness,4,2026-02-23 13:11:01.506692+00
c4a3cea4-be4b-47e8-a5f3-cebafddc1040,3cbcbf96-a5d5-474d-995c-bb730b36164f,privacy,"[""app_usage"",""screen_time"",""mood"",""location""]",2026-02-26 19:20:21.949741+00
c805cdd1-89d8-4a35-af1c-4bfe848f8985,078e2b9a-77cb-4365-9039-69af441a7f9f,awareness,1,2026-03-03 07:46:11.159981+00
c814f9cb-0edc-4dc0-a437-d1be4cc8881f,850aa4fc-3794-4983-9398-f871f02fd3eb,seeking,avoid,2026-02-23 17:23:48.926788+00
c945eac0-31eb-4b11-bf5a-179fabaf1685,1f1f1222-0c37-42e4-b899-eb3b5cc758d0,after_hours,5,2026-02-23 08:39:45.904499+00
c96a9a8b-fe23-42a2-afa1-48d75d115641,15d816a5-9ff7-484f-8470-22c586174941,tool_trust,2,2026-02-22 08:49:09.258032+00
c9c635b1-9b55-41c9-8e60-2c4d0bf8b436,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,after_hours,5,2026-02-23 10:38:01.181003+00
ca1bed9d-eaf2-4e87-8fd0-53f8bcda4869,a65ffae3-638d-48e1-868c-8a140c52706c,after_hours,4,2026-02-23 16:56:39.631894+00
cae18734-a3be-46eb-806d-f52580c5f1d2,7b06ed25-38c8-4deb-8a05-d447e689758a,tool_trust,5,2026-02-26 12:59:25.071512+00
cbfcc70b-2ef9-4af1-ba8e-597a978cdf20,a74bae90-97fd-4a88-8ac0-a9a1411d199c,seeking,connection,2026-02-23 13:12:28.055667+00
d009e89c-f71b-4733-bec8-3b9c7fec32c7,7b06ed25-38c8-4deb-8a05-d447e689758a,work_style,structured,2026-02-26 12:59:25.071512+00
d1edc61a-8b26-44aa-b89e-7ee48cb971a9,a65ffae3-638d-48e1-868c-8a140c52706c,privacy,"[""screen_time"",""app_usage"",""mood""]",2026-02-23 16:56:39.631894+00
d2f27046-621e-4e91-81c8-d8bdfd127146,838ce1a2-5b99-4c79-896b-85a5093f802c,awareness,1,2026-02-23 13:52:25.013464+00
d3db4316-0a7d-4765-a0d4-c8f595880d91,afaae2c7-c6a2-4da6-9c02-356dce827f96,habit_vs_emotion,2,2026-02-23 14:03:37.725471+00
d867e150-8d6f-4ad9-bee5-e58289ab1fb7,a74bae90-97fd-4a88-8ac0-a9a1411d199c,trigger,boredom,2026-02-23 13:12:28.055667+00
d8eaeaab-f6d5-4bd2-a263-c571a942d58e,7b06ed25-38c8-4deb-8a05-d447e689758a,habit_vs_emotion,5,2026-02-26 12:59:25.071512+00
d91b5bfd-9455-4b92-9580-bf9008a0a9c0,afaae2c7-c6a2-4da6-9c02-356dce827f96,openness,5,2026-02-23 14:03:37.725471+00
d945ad62-76a4-4935-b69c-e62ecc57c0c7,1f1f1222-0c37-42e4-b899-eb3b5cc758d0,why_insights,very,2026-02-23 08:39:45.904499+00
db272f2b-0845-400c-ac8c-a8cf85de1f1d,838ce1a2-5b99-4c79-896b-85a5093f802c,work_style,intense,2026-02-23 13:52:25.013464+00
dc9dfc00-35dd-4b19-9aca-70aca1303c2d,54d0886c-1485-4c0e-a813-2cf275d15940,trigger,habit,2026-02-23 13:11:01.506692+00
dcf310e8-f87b-4889-a94a-a3c620b92aa9,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,seeking,relax,2026-02-23 10:38:01.181003+00
dfec773a-bdcd-41ea-9d18-21cc1080bb83,a74bae90-97fd-4a88-8ac0-a9a1411d199c,slip_window,commute,2026-02-23 13:12:28.055667+00
e0a62544-c2c1-4e80-8ec8-9f9b4b39514c,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,privacy,"[""screen_time"",""mood"",""app_usage""]",2026-02-22 08:43:31.39122+00
e16d7e3d-18d8-4696-a5c8-aebf47ceaecc,c15fdcba-681c-499b-8502-48415ff9429a,why_insights,very,2026-02-27 09:13:16.448118+00
e2997e32-8386-4361-be0c-445844bd075b,7b06ed25-38c8-4deb-8a05-d447e689758a,seeking,relax,2026-02-26 12:59:25.071512+00
e2a7cbbd-5668-431b-8e5a-d197d51ad690,172e1621-50ea-49d5-895c-95c5bddf06f5,habit_vs_emotion,1,2026-03-03 11:49:18.740476+00
e4623531-c717-4f25-bb6b-bd86595b7d20,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,why_insights,very,2026-02-22 07:40:44.399322+00
e530248f-8078-47bd-91dc-ad53d3be1c12,7b06ed25-38c8-4deb-8a05-d447e689758a,privacy,"[""screen_time""]",2026-02-26 12:59:25.071512+00
e590c187-2c65-43af-a936-5b29ecb5e740,54d0886c-1485-4c0e-a813-2cf275d15940,awareness,4,2026-02-23 13:11:01.506692+00
e61ec76a-8c4d-48eb-8089-91b204459404,441628a5-bf9a-4d8b-a907-3557c1e8740c,privacy,"[""screen_time"",""app_usage"",""mood"",""location""]",2026-02-22 09:06:49.446597+00
e85b1560-017d-42fd-8592-3551800f6892,3cbcbf96-a5d5-474d-995c-bb730b36164f,tool_trust,1,2026-02-26 19:20:21.949741+00
e93551a1-5741-4ca3-afaa-4e9dd9e642c4,8fbcff31-49f7-4c32-a40d-01258c5d8442,trigger,stress,2026-02-23 14:07:09.653945+00
ea3e0243-a738-4b53-a4fc-1617679d8454,54d0886c-1485-4c0e-a813-2cf275d15940,tool_trust,4,2026-02-23 13:11:01.506692+00
ea483815-0527-451c-81a7-0a6a5a77711b,850aa4fc-3794-4983-9398-f871f02fd3eb,habit_vs_emotion,2,2026-02-23 17:23:48.926788+00
ea7caddc-f608-4148-8aa3-f8940215c3b2,172e1621-50ea-49d5-895c-95c5bddf06f5,work_style,flexible,2026-03-03 11:49:18.740476+00
eb91177f-dadc-4903-a99a-817e8d5294d8,d480f412-f305-475a-9736-9722880d5a35,trigger,boredom,2026-03-03 20:43:43.025552+00
eb941795-08d6-4077-a444-b26461fa922f,dd32b023-36fc-43e3-ad34-d9d54701d357,seeking,work,2026-03-03 20:47:08.764766+00
ed1774ce-bcbb-4c7b-bef7-cfe5eb6bff5d,441628a5-bf9a-4d8b-a907-3557c1e8740c,awareness,2,2026-02-22 09:06:49.446597+00
ef97adad-ad96-4de4-8d43-ace44c75934c,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,openness,2,2026-02-23 13:17:39.550491+00
f00dd46f-5c82-4d5e-9975-26df58ffb71f,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,why_insights,somewhat,2026-02-23 10:38:01.181003+00
f20f6a3e-f3b1-4d23-8198-8a537469ecfe,8fbcff31-49f7-4c32-a40d-01258c5d8442,tool_trust,2,2026-02-23 14:07:09.653945+00
f23d12bf-49c5-41ac-880c-cd118acf77f9,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,habit_vs_emotion,5,2026-02-23 10:38:01.181003+00
f2f863ee-91b6-448a-a622-af95243ef4d3,15d816a5-9ff7-484f-8470-22c586174941,openness,2,2026-02-22 08:49:09.258032+00
f488cd5c-c648-4769-8fac-a3ac6e2a3ef3,a74bae90-97fd-4a88-8ac0-a9a1411d199c,privacy,"[""screen_time"",""app_usage"",""mood""]",2026-02-23 13:12:28.055667+00
f49111c6-61f5-4f3d-a68a-890f70a2b94b,d480f412-f305-475a-9736-9722880d5a35,after_hours,4,2026-03-03 20:43:43.025552+00
f641b9bf-c85f-4e4b-b196-91c10073c855,8fbcff31-49f7-4c32-a40d-01258c5d8442,work_style,flexible,2026-02-23 14:07:09.653945+00
f782bb7f-ceb7-4623-ac1b-9109781af6d4,51474169-46de-464f-bd73-f731249571c2,work_style,structured,2026-02-22 08:15:30.779574+00
f808595d-d806-41a6-9823-de748f27a70c,838ce1a2-5b99-4c79-896b-85a5093f802c,trigger,stress,2026-02-23 13:52:25.013464+00
f943a2d9-c665-4926-b8c3-4a64f603857d,078e2b9a-77cb-4365-9039-69af441a7f9f,trigger,fatigue,2026-03-03 07:46:11.159981+00
f94987a4-de66-4181-b633-68836a7a5c1b,dd32b023-36fc-43e3-ad34-d9d54701d357,habit_vs_emotion,4,2026-03-03 20:47:08.764766+00
fd0f43d8-263d-41e1-8c30-67f64af91ac4,15d816a5-9ff7-484f-8470-22c586174941,slip_window,late_night,2026-02-22 08:49:09.258032+00
fe383c47-0eab-432a-818e-4015ac2e3cc3,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,privacy,"[""screen_time"",""location""]",2026-02-23 10:38:01.181003+00